Part Number,Title,Body (HTML),Features,Vendor,Main Category,Category,Platform,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Weight,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Height,Length,Width
RS003,Radiator Support With Sway Bar Mount,"Lightening the front end of your 2005-2014 Mustang is easy with a radiator support from BMR Suspension. If you want to drop weight off the nose of the car without eliminating the front sway bar, BMR's Radiator Support can save an additional 8pounds off the front end of the car. The factory radiator support is built overly strong because it must also support the additional loads of the front sway bar. BMR's Radiator Support is manufactured from heavy duty 1-5/8"" diameter DOM tubing and 1/4"" laser cut mounting plates for OE comparable strength with race comparable weight. The BMR Radiator Support bolts in using the OE mounting hardware and provides heavy-duty mounts for your front sway bar, as well as the new 2011+ front chassis brace. Our lightweight support saves 8 pounds over the OE support.<br> <br> BMR designed the RS003 Radiator Support for street performance and drag race applications. This is a direct replacement for the factory S197 radiator support. Reducing front weight can help improve performance and front weight percentage. The RS003 is 100-percent bolt-on and requires no fabrication or modifications. When performance is a must, rely on BMR Suspension!<br> <br> ***NOTE: When used in conjunction with our Tubular K-member and CB004 Chassis Brace, 2005-2010 cars can be upgraded to 2011 chassis specs.***<br> <br> BMR Suspension's RS003 Radiator Support is available in black hammertone or red powdercoat for long-lasting good looks. Installation time is 1-2 hours. Proudly made in the U.S.A.<br>",- Fits 2005-2014 Ford Mustang<br>- Retains the front sway bar mounts<br>- Reduces weight<br>- Simple bolt-on installation<br>- Durable powdercoat or polished stainless steel finish<br>- Proudly designed in the U.S.A.<br>- Proudly built in the U.S.A.<br>,BMR Suspension,Chassis,Radiator Supports,2005-2014 Mustang,"BMR Suspension, 2005-2014 Mustang, Chassis, Radiator Supports, RS003, Free Shipping, Made in the USA",TRUE,Color,Red,,,RS003R,13,TRUE,100,continue,manual,199.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/RS003_large.jpg,1,RS003R - Radiator Support With Sway Bar Mount,FALSE,Radiator Support With Sway Bar Mount,"Lightening the front end of your 2005-2014 Mustang is easy with a radiator support from BMR Suspension. If you want to drop weight off the nose of the car without eliminating the front sway bar, BMR's Radiator Support can save an additional 8pounds off the front end of the car. The factory radiator support is built overly strong because it must also support the additional loads of the front sway bar. BMR's Radiator Support is manufactured from heavy duty 1-5/8"" diameter DOM tubing and 1/4"" laser cut mounting plates for OE comparable strength with race comparable weight. The BMR Radiator Support bolts in using the OE mounting hardware and provides heavy-duty mounts for your front sway bar, as well as the new 2011+ front chassis brace. Our lightweight support saves 8 pounds over the OE support.

BMR designed the RS003 Radiator Support for street performance and drag race applications. This is a direct replacement for the factory S197 radiator support. Reducing front weight can help improve performance and front weight percentage. The RS003 is 100-percent bolt-on and requires no fabrication or modifications. When performance is a must, rely on BMR Suspension!

***NOTE: When used in conjunction with our Tubular K-member and CB004 Chassis Brace, 2005-2010 cars can be upgraded to 2011 chassis specs.***

BMR Suspension's RS003 Radiator Support is available in black hammertone or red powdercoat for long-lasting good looks. Installation time is 1-2 hours. Proudly made in the U.S.A.",Auto Parts & Accessories > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Suspension Parts,Unisex,Adult,RS003R,"BMR Suspension, 2005-2014 Mustang, Chassis, Radiator Supports, RS003, Free Shipping, Made in the USA",Radiator Support With Sway Bar Mount,New,,,,,,,https://bmrsuspension.com/siteart/products/RS003_large.jpg,lb,,10.0in,40.0in,10.0in
RS003,,,,,,,,,,,Black Hammertone,,,RS003H,13,TRUE,100,continue,manual,199.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/RS003_image1_large.jpg,2,RS003H - Radiator Support With Sway Bar Mount,FALSE,,,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/RS003_image1_large.jpg,lb,,10.0in,40.0in,10.0in
RS003,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/RS003_image2_large.jpg,,BMR Suspension RS003 - Radiator Support With Sway Bar Mount,,,10.0in,40.0in,10.0in,RS003,10.0in,40.0in,10.0in,,,,,,,,,,,,,,,,,,,,,,,,
CB004,"Chassis Brace, Radiator Support","Increase chassis rigidity and improve handling on your 2005-2014 Mustang and 2007-2014 Shelby GT500 with a Chassis Brace from BMR Suspension! Using a Chassis Brace with a BMR K-member is great to reduce K-member deflection. BMR’s Radiator Support Chassis Brace (CB004) links the radiator support and BMR K-Member for more chassis rigidity and is designed for street performance, drag racing, and handling applications. When performance is a must, rely on BMR Suspension!<br> <br> • Fits 2005-2014 S197 Mustangs<br> • Fits 2007-2014 Shelby GT500s<br> • Manufactured from 1-inch and 0.75-inch DOM steel tubing<br> • Laser-cut, CNC-formed steel plate<br> • 100% bolt-on design<br> • Links the radiator support and BMR K-member<br> • Stiffens up your Mustang’s front suspension<br> • Reduces K-member deflection<br> • Compatible with the factory radiator support and BMR’s Radiator Support (RS003)<br> • Compatible with BMR K-members<br> • Available in red or black hammertone powder coat for long lasting good looks<br> • 1-2 hour installation time<br> • Proudly designed in the USA!<br> • Proudly made in the USA!<br> <br> Please note:<br> • BMR’s CB004 is not compatible with factory K-members.",,BMR Suspension,Chassis,Radiator Supports,2005-2014 Mustang,"BMR Suspension, 2005-2014 Mustang, Chassis, Radiator Supports, CB004, Free Shipping, Made in the USA",TRUE,Color,Red,,,CB004R,8,TRUE,100,continue,manual,119.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/CB004_large.jpg,1,"CB004R - Chassis Brace, Radiator Support",FALSE,"Chassis Brace, Radiator Support","Increase chassis rigidity and improve handling on your 2005-2014 Mustang and 2007-2014 Shelby GT500 with a Chassis Brace from BMR Suspension! Using a Chassis Brace with a BMR K-member is great to reduce K-member deflection. BMR’s Radiator Support Chassis Brace (CB004) links the radiator support and BMR K-Member for more chassis rigidity and is designed for street performance, drag racing, and handling applications. When performance is a must, rely on BMR Suspension!

• Fits 2005-2014 S197 Mustangs
• Fits 2007-2014 Shelby GT500s
• Manufactured from 1-inch and 0.75-inch DOM steel tubing
• Laser-cut, CNC-formed steel plate
• 100% bolt-on design
• Links the radiator support and BMR K-member
• Stiffens up your Mustang’s front suspension
• Reduces K-member deflection
• Compatible with the factory radiator support and BMR’s Radiator Support (RS003)
• Compatible with BMR K-members
• Available in red or black hammertone powder coat for long lasting good looks
• 1-2 hour installation time
• Proudly designed in the USA!
• Proudly made in the USA!

Please note:
• BMR’s CB004 is not compatible with factory K-members.",Auto Parts & Accessories > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Suspension Parts,Unisex,Adult,CB004R,"BMR Suspension, 2005-2014 Mustang, Chassis, Radiator Supports, CB004, Free Shipping, Made in the USA","Chassis Brace, Radiator Support",New,,,,,,,https://bmrsuspension.com/siteart/products/CB004_large.jpg,lb,,5.0in,24.0in,18.0in
CB004,,,,,,,,,,,Black Hammertone,,,CB004H,8,TRUE,100,continue,manual,119.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/CB004_image1_large.jpg,2,"CB004H - Chassis Brace, Radiator Support",FALSE,,,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/CB004_image1_large.jpg,lb,,5.0in,24.0in,18.0in
CB004,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/CB004_image2_large.jpg,,"BMR Suspension CB004 - Chassis Brace, Radiator Support",,,5.0in,24.0in,18.0in,CB004,5.0in,24.0in,18.0in,,,,,,,,,,,,,,,,,,,,,,,,
CB004,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/CB004_image3_large.jpg,,"BMR Suspension CB004 - Chassis Brace, Radiator Support",,,5.0in,24.0in,18.0in,CB004,5.0in,24.0in,18.0in,,,,,,,,,,,,,,,,,,,,,,,,
KM020,"K-member, Lowered Motor Mounts, Standard Rack Mounts","Reduce weight, increase frontend rigidity, and add clearance for large-tube headers and turbo kits on your S197 Mustang with a Tubular K-member from BMR Suspension. BMR Tubular K-Members are designed to provide a lightweight alternative to the heavy and bulky factory K-member. Manufactured from 1-inch, 1-1/4-inch, and 1 ½-inch DOM tubing, BMR's K-members give you a lightweight, extremely strong K-member. Every BMR K-member is 100-percent bolt-in and requires no modifications for fitment. <br> <br> Designed for street performance, drag race, and handling applications, BMR Tubular K-members drop weight and significantly increases frontend structural rigidity. BMR's unique K-member design feature integrated engine mounts that replace the heavy factory mounts. These engine mounts lower the engine for extra underhood clearance. This additional weight reduction allows us to use larger diameter tubing and thicker mounting plates for additional strength over other companies' K-members. The OE K-member and engine mounts weighs 46-pounds, while BMR K-member weighs only 26-pounds, giving you a 20-pound weight reduction. When combined with BMR's lower A-arms and other lightweight frontend parts, weight reduction of up to 75 pounds is easily achievable. <br> <br> BMR Suspension's KM020 Tubular K-Member is available in black hammertone and red powdercoat for long-lasting good looks. Installation time is about 3-4 hours. Proudly made in the U.S.A.!<br> <br> <br> NOTES:<br> <br> - To retain the OE aero pan on 2011-2014 Mustangs, modification is necessary as the OE pieces are not a direct fit to the BMR K-Member.<br> <br> - BMR highly recommends its A-Arm Support Brace (AAS001) when using its Tubular K-Members for street and/or handling use.<br> <br> - BMR billet aluminum Motor Mount Upgrade (MM006) is recommended for applications above 700 lb-ft of torque.<br>","- Designed to fit 2005-2014 S197 Mustang<br>- Lighter than other competitors K-members due to integrated motor mount design <br>- Manufactured from 1-inch, 1-1/4-inch, and 1 Â½-inch DOM tubing<br>- Works with stock A-arms or BMR A-arms <br>- Give you a 20-pound reduction over the factory K-member and engine mounts<br>- Designed with Â½-inch lower engine mounts<br>- Designed for stock hydraulic or electric steering rack<br>- Designed for street performance, drag race, and handling applications<br>- Durable powdercoat finish<br>- 3-4 hour installation time<br>- Proudly designed in the U.S.A.<br>- Proudly made in the U.S.A.<br>",BMR Suspension,Chassis,K-Members,2005-2014 Mustang,"BMR Suspension, 2005-2014 Mustang, Chassis, K-Members, KM020, Free Shipping, Made in the USA",TRUE,Color,Red,,,KM020R,40,TRUE,100,continue,manual,609.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/KM020_large.jpg,1,"KM020R - K-member, Lowered Motor Mounts, Standard Rack Mounts",FALSE,"K-member, Lowered Motor Mounts, Standard Rack Mounts","Reduce weight, increase frontend rigidity, and add clearance for large-tube headers and turbo kits on your S197 Mustang with a Tubular K-member from BMR Suspension. BMR Tubular K-Members are designed to provide a lightweight alternative to the heavy and bulky factory K-member. Manufactured from 1-inch, 1-1/4-inch, and 1 ½-inch DOM tubing, BMR's K-members give you a lightweight, extremely strong K-member. Every BMR K-member is 100-percent bolt-in and requires no modifications for fitment.

Designed for street performance, drag race, and handling applications, BMR Tubular K-members drop weight and significantly increases frontend structural rigidity. BMR's unique K-member design feature integrated engine mounts that replace the heavy factory mounts. These engine mounts lower the engine for extra underhood clearance. This additional weight reduction allows us to use larger diameter tubing and thicker mounting plates for additional strength over other companies' K-members. The OE K-member and engine mounts weighs 46-pounds, while BMR K-member weighs only 26-pounds, giving you a 20-pound weight reduction. When combined with BMR's lower A-arms and other lightweight frontend parts, weight reduction of up to 75 pounds is easily achievable.

BMR Suspension's KM020 Tubular K-Member is available in black hammertone and red powdercoat for long-lasting good looks. Installation time is about 3-4 hours. Proudly made in the U.S.A.!


NOTES:

- To retain the OE aero pan on 2011-2014 Mustangs, modification is necessary as the OE pieces are not a direct fit to the BMR K-Member.

- BMR highly recommends its A-Arm Support Brace (AAS001) when using its Tubular K-Members for street and/or handling use.

- BMR billet aluminum Motor Mount Upgrade (MM006) is recommended for applications above 700 lb-ft of torque.",Auto Parts & Accessories > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Suspension Parts,Unisex,Adult,KM020R,"BMR Suspension, 2005-2014 Mustang, Chassis, K-Members, KM020, Free Shipping, Made in the USA","K-member, Lowered Motor Mounts, Standard Rack Mounts",New,,,,,,,https://bmrsuspension.com/siteart/products/KM020_large.jpg,lb,,11.0in,48.0in,30.0in
KM020,,,,,,,,,,,Black Hammertone,,,KM020H,40,TRUE,100,continue,manual,609.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/KM020_image1_large.jpg,2,"KM020H - K-member, Lowered Motor Mounts, Standard Rack Mounts",FALSE,,,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/KM020_image1_large.jpg,lb,,11.0in,48.0in,30.0in
KON-M0510-YE,"Koni Shocks, Front 8741-1494SP, Rear 8241-1240SP, Set Of 4",This kit consists of (2) Koni 8741-1494 Sport adjustable front shocks and (2) Koni 8241-1240 Sport adjustable rear shocks.<br> <br>,,Koni,Suspension,Koni,2005-2014 Mustang,"Koni, 2005-2014 Mustang, Suspension, Koni, KON-M0510-YE",TRUE,Title,Default Title,,,KON-M0510-YE,38,TRUE,100,continue,manual,949.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/KON-M0510-YE_large.jpg,,"KON-M0510-YE - Koni Shocks, Front 8741-1494SP, Rear 8241-1240SP, Set Of 4",FALSE,"Koni Shocks, Front 8741-1494SP, Rear 8241-1240SP, Set Of 4",This kit consists of (2) Koni 8741-1494 Sport adjustable front shocks and (2) Koni 8241-1240 Sport adjustable rear shocks.,Auto Parts & Accessories > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Suspension Parts,Unisex,Adult,KON-M0510-YE,"Koni, 2005-2014 Mustang, Suspension, Koni, KON-M0510-YE","Koni Shocks, Front 8741-1494SP, Rear 8241-1240SP, Set Of 4",New,,,,,,,https://bmrsuspension.com/siteart/products/KON-M0510-YE_large.jpg,lb,,12.0in,28.0in,16.0in
